"identificador","nombre","baños","dormitorios","precio"
6981991,"City roof terrace apartment","1.0",1,134
10895760,"Beautiful apartment in city centre","1.0",1,95
2853214,"Crow's nest","1.0",1,155
2853201,"Casa No Casa","1.0",1,165
3804795,"Spacious 2BDR loft near Vondelpark.","1.0",2,181
11570798,"Bright apartment near Vondelpark","1.0",1,115
3935209,"Private Room with Perfect Location!","1.5",1,50
6294513,"Comfortable Houseboat","1.0",3,140
625624,"Authentic app with garden and boat!","1.0",1,69
9309145,"Cozy and modern apartment","1.0",1,105
4131108,"Cosy apartment Amsterdam Old-West","1.0",1,79
2853148,"MR De With","0.0",1,95
11119663,"Large, bright & central apartment","1.0",1,80
13217006,"New 4p design app in A'dam West with roofterrace!","1.0",1,150
4065532,"Perfect for couples in Amsterdam!","1.0",1,150
4557044,"Private rooms near centre & musea!","1.0",1,90
9636008,"Cosy 2 p. living-/sleepingroom","0.5",1,45
13315099,"Beautiful City Centre Apartment with Garden","2.0",3,411
6097055,"Stunning Apt on prime location","2.0",2,230
1616913,"Lovely with balcony near Vondelpark","1.0",1,80
8423569,"Perfect Amsterdam getaway","1.0",1,85
5441673,"Romantic jewel in heart of A'dam","1.0",1,136
11077765,"Authentic luxurious central apt ❤️","1.0",1,149
13207541,"Shared room for easy guest!","1.0",1,19
1443822,"Big double floor apt sun terrace","1.0",2,195
11372513,"Spacious & sunny private room","1.0",1,46
12282874,"LUXURY 2 BEDROOM | NEAR CITY CENTER","1.0",2,145
6162356,"Charming house, central situated.","1.0",1,105
5867423,"Canal view apartment Amsterdam C","1.0",1,159
6129551,"NICE APARTMENT IN CENTER AREA","1.0",1,59
13198399,"LUX family city centre Mansion","3.5",3,226
658002,"Garden Apartment, 90m2","1.0",1,111
12978761,"Beautifull apt in popular Amsterdam old west","1.0",2,129
12716615,"Designer 2-floor family home garden","2.0",2,111
4655656,"The one you'll love...City Centre B","1.0",1,111
2132517,"Bright modern 2 bedroom apartment","1.0",2,220
6130221,"Lovely B&B near the Food Hallen","1.0",1,120
7722549,"Penthouse The Admiral (100m2)","1.0",2,181
13306389,"Charming Room in a vibrant Area","1.0",1,65
3738116,"Room in the lovely Oud West","1.0",1,34
7571945,"Spacious apartment at Vondel Park","1.0",2,100
13306323,"App. in West, close to city center","1.0",1,99
13601244,"Mooie kamer te huur","1.0",1,125
7539137,"Funky city appartement with garden","1.0",1,105
3082669,"Nice apartment next to vondelpark","1.0",1,99
1967979,"stylish,modern, park-area apartment","1.0",1,130
9744946,"Oud-West Amsterdam Appartment","1.0",1,100
9275222,"Spacious Industrial 3 bedroom loft @great location","1.0",3,220
6293301,"A cozy apartment with a Garden","1.0",1,100
11667235,"Quiet private room center Amsterdam","1.0",1,25
1410820,"Great spacious and quiet apartment!","1.0",1,125
5736200,"60 sq Studio + Terrace","1.0",0,150
755431,"A special spot near the Jordaan","1.0",1,111
4884158,"New: Your home in Amsterdam","1.0",1,120
2688714,"Flat for up to 4 people Leidseplein","1.0",1,99
311584,"40 m2 Appartment near Leidseplein","1.0",1,85
10258112,"Spacious & bright appartment in Oud-West","1.0",2,160
2623099,"Cosy basementroom on great location","1.0",1,89
13043308,"140m2, 2 floors, loft, roofterrace!","1.0",2,276
12420713,"(601) 4p Jordaan Luxury Apartment","1.0",2,251
6719079,"app near Leidsesquare/musuemsquare","1.0",1,111
7702105,"groundfloor appartment with garden","1.0",3,90
4851274,"Romantic apartment with a garden","1.0",1,155
2754109,"Nice apartment nearby Rembrandtpark","1.0",1,65
13370939,"fantastic new appt in quiet, near center area","1.0",2,120
3769896,"Bright and sunny apartment","1.0",1,120
12813858,"A home away from home","2.0",2,476
7931423,"Cool apartment with sunny garden","1.0",1,111
9701469,"Great Vondelpark apartment est.1873","1.0",2,165
633868,"Apt near city center and Vondelpark","1.0",1,129
2984018,"Printed House (23)","0.0",1,85
11503697,"Luxurious stylish apartment","1.0",1,125
3770422,"2 bedr apartment (110m2) in center","1.0",2,233
5723826,"Guest Room in Prettiest Apartment in Oud-West","1.0",1,100
4556840,"Beautiful room with canal view","1.0",1,110
7571471,"Central stylish room at Vondelpark","1.0",1,89
11012104,"Bright, clean and spacious double","1.0",1,75
4425728,"Ground floor apartment with garden","1.0",1,111
10094107,"Spacious, canal-side, near centre","1.0",1,120
11208217,"Lofty Duplex Apartment","1.0",1,90
4556287,"Gezellige kamer centrum Amsterdam","1.0",1,130
296452,"Design Family home & garden","1.0",2,136
8585470,"Cozy flat near the Vondelpark","1.0",1,99
5113314,"2 bedroom spacious apartment!","1.0",2,130
874057,"Apartment in center next to canal!","1.0",1,110
1917170,"Knus huisje midden in Amsterdam!","1.0",1,100
13632939,"Bright Apartment In The Booming Baarsjes Amsterdam","1.0",1,120
11404700,"Modern and bright 4p corner apt.","1.0",2,100
5183043,"Modern Canal House City Center+bike","2.0",1,99
13108615,"Luxurious&spacious&modern&groundfloor&Vondelpark2p","1.0",1,128
3048818,"Nice apartment, great location!","1.0",0,72
9799012,"BAARSJES GARDEN HOUSE","1.0",1,75
4064519,"Nieuwbouw appartement in Oud-West","1.0",1,100
1901828,"Modern apartment near Vondelpark","1.0",1,75
13757312,"Amazing APT in CITY CENTER | Cozy patio","1.0",1,400
9176300,"•WARM APT ROOF TERRACE COUPLES ONLY","1.0",1,110
12911826,"Nice studio with rooftop terrace near Vondelpark","1.0",0,70
4162748,"Lovely Vondelpark Garden Apartment","1.0",1,136
1410240,"Dreamy Apartment with Roof Terrace","1.0",1,193
11175594,"Room with balcony and roof terrace","1.0",1,99
8263281,"Stylish Renovated Loft near Center","1.0",1,120
6981284,"Perfect house boat in Amsterdam","1.0",1,155
3770010,"A real taste of Amsterdam!","1.0",1,89
13108889,"Fine & well decorated apartment in Amsterdam West","1.0",1,120
9541147,"Appartment 1 minute from Vondelpark","1.5",2,200
9208956,"All in walking distance appartment","1.0",1,150
9060542,"Great apartment close to centre!","1.0",1,60
754769,"Laid back and Relaxed Apt in A'dam","1.0",1,155
11764814,"Cozy Apartment with Garden, Rembrandtpark","1.0",2,99
1377327,"Canal charm! close to it all","1.0",1,54
13468721,"Charming apartment 2","1.0",2,300
12354603,"Fabulous Apt@Old West Food area","1.0",2,111
10290215,"Luxury loft apartment with garden","1.0",1,180
4031455,"Sunny ground floor Museum District","1.0",1,70
5761200,"Glamping in original camper!","1.0",1,100
13036340,"Rustige slpk balkon op Zuid-West","1.0",1,59
1026847,"Cozy Studio 2 - Perfect for Couple!","1.0",0,87
9077534,"Bright houseboat centrally located!","1.0",2,160
5505800,"Lovely City Apartment with Garden","1.0",2,283
8880908,"Trendy, bright home in city center","1.0",2,120
6980353,"Spacious, hotel-comfort apartment","1.0",3,300
8880891,"Amazing room near Vondelpark","1.0",1,55
3965685,"Lovely 2fl apartment - city centre","1.0",1,140
7996141,"Cute Room in Beautiful Oud West","1.0",1,95
10093279,"Light, clean and comfortable house!","1.0",1,80
4556106,"Cosy Attic Studio","1.0",1,85
2063977,"Apartment romantic centre museums","1.0",1,149
2622786,"Spacious trendy apartment for rent","1.0",1,177
1082688,"Sunny Apt fully furnished West","1.0",1,125
13600061,"B&B At the Vondelpark","1.0",1,120
7472412,"private studio","1.0",1,100
13511459,"Lovely apartment near Vondelpark","1.0",1,130
4549402,"Private room in Amsterdam","1.0",1,75
11600584,"Beautiful and spacious family loft near The Hallen","1.0",2,195
2196167,"Great Place! Quiet but Central!","1.5",2,125
1540779,"Great place, perfect for families!!","1.0",3,150
4031136,"Cozy apartment in Oud West","1.0",0,111
1311373,"Huge 2 floor apartment with garden!","1.0",3,401
13501070,"Mooie kamer op 100m van Het Vondelpark","1.0",1,50
131660,"Cozy Room for Solo Travellers","1.0",1,44
12845692,"Sunny apt. with balcony and garden","1.0",1,98
13402656,"Superb apartment near Vondelpark in A'dam West","1.0",1,280
623123,"Beautiful and spacious apartment","1.0",1,120
10846735,"Room for 1 person, spectacular view","1.0",1,25
13304336,"Amazing studio at a perfect location in centre","1.0",0,130
8618505,"Cozy Cityapartment near Vondelpark","1.0",2,220
9502823,"Stylish Renovated Canal Apartment","1.0",1,146
1551034,"Twilight Twinkle luxury apartment.","2.0",2,300
1343579,"Spacious & beautiful house at great location","1.0",4,181
13107280,"Charming city center apartment with canal view","1.0",2,200
1310788,"Rosa's urban beach house + garden","1.0",2,150
3702856,"Lovely apartment with roof terrace!","1.0",2,181
3211321,"Cozy Studio Appartment","1.0",0,100
753720,"3 room apartment in oud-west !","1.0",2,115
3369806,"Lovely Apartment in West Amsterdam","1.0",2,220
8586146,"Family-Luxury Apartment Old-West","1.0",2,195
754524,"Beautiful apartment with big garden","1.0",1,129
9962356,"Cozy appartment @Amsterdam Oud West","1.0",1,100
7930721,"Gezellig appartement in het Centrum","1.0",1,100
6685534,"Amazing apartment with roof terrace","1.0",2,136
13139971,"Bedroom with gardenview","1.0",1,50
6488067,"Cozy 2 - 3 person apartment","1.0",2,70
10191348,"Nice double bedroom","1.0",1,80
852427,"In the centre, canal view!","1.0",1,99
10461770,"Chique apt, populair west area!!","1.0",1,79
1250716,"Cosy apartment! Close to centre","1.0",2,140
13800859,"Cosy room to rent in Amsterdam","1.0",1,37
2130337,"Nice two floor apartment","1.0",1,100
7111031,"Lovely 3 floors Canal House (130m2)","1.0",2,140
13828444,"Luxery Ground-floor apartment.","2.0",2,200
13336915,"Beautiful ap in charming central area -big balcony","1.0",2,187
9503058,"Top floor Canal House Estate","1.0",2,150
12419394,"Lovely Appartement, Centre, 3 rms","1.0",1,111
13009213,"Top family house + garden in centre","2.0",3,150
8880426,"Amazing apartment near Vondelpark","1.0",2,110
10846450,"Basic room, great view in Amsterdam","1.0",1,25
13439457,"Lovely stay","1.0",1,130
3535268,"Cozy appartment in Amsterdam-West","1.0",1,105
12823533,"Close to city centre and Vondelpark","1.0",1,98
4052340,"Spacious & comfortable family flat","1.0",3,150
1245360,"Canal (Family) Home 170sqm + garden","2.0",4,199
13697198,"Large & cozy central apartment incl. 2 bikes","1.0",1,129
4980901,"Cosy Apartment in city centre","1.0",1,150
9273467,"Spacious room in modern apartment","1.0",1,50
9619826,"Nice appartment close  from center","2.0",1,59
9588214,"Quiet Apartment In Amsterdam West","1.0",1,85
709056,"Your own place; 10 min to Centre","1.0",1,89
4871536,"Nice apartment Amsterdam West","1.0",1,85
5743318,"Nice & trendy appartement!","1.0",1,95
743992,"Very light apartment in Amsterdam","1.0",1,125
10050622,"Studio Amsterdam","1.0",0,60
11787548,"Cosy apartment in Amsterdam West","1.0",2,85
941796,"Lofty appartment in Amsterdam-West","1.0",2,99
274688,"Cozy sleeping in Adam","1.0",1,85
3805188,"Cosy Apartment in Amsterdam","1.0",1,85
2088473,"♥LOVELY-RETRO-FAB-HIP-APARTMENT♥","1.0",1,98
11232013,"Light & Cosy appartement","1.0",1,75
10053646,"Enjoy Amsterdam to the fullest!","1.0",2,140
10383999,"nice amazing apartment near center","1.0",2,181
7079408,"Room in a Spacious,Chill Maisonette","1.0",1,90
8951070,"Room in Amsterdam","1.5",1,53
442350,"Brenda's B&B free WIFI, modern","1.0",1,59
9935948,"Lovely Apartment in Amsterdam !","1.0",0,65
7612114,"Cosy Apartment near Center","1.0",1,89
4953204,"My peaceful space in Amsterdam","1.5",1,112
2337704,"Room for rent!","0.5",1,65
11350989,"Spacious dbl room + Free parking","1.0",1,65
11094367,"A simple room (12m2) in art studio","2.0",1,30
9927366,"bright apartment in BoLo, Amsterdam","1.0",1,70
1526982,"Lovely sunny family house","1.0",3,115
50515,"Family Home","1.0",4,120
13180515,"LOVELY apt. with balcony, populair old-west area!","1.0",1,79
4861970,"Modern apartment close to center","1.0",2,100
5917739,"Cosy and Comfortable Appartment","1.0",1,129
13723665,"Amazing ( 160 M2) 3-Bedroom Apartment","1.5",3,134
7325554,"Artistic loft with garden.","1.0",2,120
6908375,"Gezellig appartement Amsterdam","1.0",2,100
5829026,"Spacious flat, Canal & Park View!","1.0",1,111
12638157,"Sunny Spacious 1BR Apt Erasmuspark","1.5",1,120
9008629,"Two apartments combined in 1 house","2.0",2,130
8843585,"2)Quit, Peaceful near to the center","1.0",1,45
8518428,"4P apartment a/c close to center","1.0",2,191
7397526,"Cosy and modern studio in Amsterdam","1.0",0,90
9539605,"Stylish & Chic apt West Side of AMS","1.0",1,89
4844163,"Cozy, comfortable  Apt in Amsterdam","1.0",1,100
670575,"Cosy / quiet apartment near center","1.0",1,139
4626169,"large/light apt close to center","1.0",1,120
1284196,"Historical post-office with garden.","2.5",3,251
8198116,"Cozy and light house next to parc","1.0",1,90
5901868,"Relaxed Canal Appartment","1.0",1,130
13446412,"Lovely and cosy appartment","1.0",1,85
4732908,"Cosy apartment in Amsterdam West","1.0",1,111
10584752,"Room Available in Amsterdam West","1.0",1,29
10964137,"Nice clean in centre of Amsterdam.","1.0",1,45
1933393,"ROOM + 2 BIKES! (A'dam city centre)","1.0",1,75
5043441,"Comfortable & Relax view Apartment","1.0",1,130
1996905,"Cosy & comfortable room; Westerpark","1.0",1,49
7525903,"Big Bright Room on 2 Floors","2.0",1,75
1102702,"Pink Room Near WesterPark","1.0",1,40
270839,"Room in sunny and quiet apartment on canal","1.0",1,70
1387516,"Private Room in Amsterdam","1.0",1,50
8098441,"Cosy place for 2 on a good location","1.0",1,77
50570,"Bright Apartment - residential area","1.0",1,79
7896807,"Brand new and cozy Studio","1.0",0,85
8781478,"Nice room in Amsterdam","1.0",1,45
9567895,"Cosy apartment in Amsterdam West","1.0",1,111
1111662,"Home for U near WesterPark","1.0",1,111
10223211,"Lovely apartment in Amsterdam-West","1.0",1,95
10157612,"Only serious responses room number2","1.0",1,45
8916698,"Cozy room in a nice apartment","1.0",1,35
13171103,"Cosy room with balcony in bright appartment","1.0",1,70
2719727,"Light, airy and spacious apartment","1.0",1,85
5767141,"spacious 2 bedroom apartment","1.0",2,146
13500339,"Friendly and Family Ap","1.0",1,68
3178413,"Semi priv.apart+balcony:Bed/ breakf","0.5",1,85
13074328,"Renovated and nice decorated apartment!","1.0",2,120
8452411,"Cosy apartment for 4","1.0",2,75
7567606,"Great apartment with sunny garden!","1.0",2,130
522471,"Beautiful grand appartment (135 m2)","1.0",3,136
6781132,"Bright & spacious house with garden","2.0",4,181
5503147,"Feel happy in this bright home!","1.0",1,80
10713194,"Warm gentle apartment","1.0",1,95
3602515,"Nice apartment near Westerpark","1.0",1,105
3110941,"COZY ROOM AT PERFECT LOCATION","1.0",1,60
9729530,"Top studio Amsterdam-West","1.0",0,55
6682656,"Light apartment & parking space","1.0",1,86
9895052,"Trendy & Snug Just outside CENTER | Outside Garden","1.5",2,74
1145866,"MODERN ROOM AT PERFECT LOCATIONv","1.0",1,65
10714117,"Gerenoveerd huis + tuin + fietsen","1.0",1,89
7011248,"Elegant home & garden close to city","1.0",1,99
2128742,"Spacious family apartment + garden","1.5",3,115
3603189,"10th floor Studio in Amsterdam West","1.0",0,50
10190247,"Appartment in Amsterdam West","1.0",2,150
9344417,"Studio in Amsterdam","1.0",1,65
5952726,"Comfortable apartment near centre","1.0",1,77
7273801,"Great studio in Amsterdam West","1.0",0,75
8767206,"Light and Quiet BoLo Apartment","1.0",1,133
8977644,"Beautiful designed apt+bikes+terace","1.5",1,75
11616118,"Sunny, quiet apartment Adam BoLo","1.0",2,95
11435177,"Cozy room in renovated appartment","1.0",1,80
8879262,"cosy appartment","1.0",1,40
6595805,"Bright selfmade 2-floor apt w/ bath","1.0",1,85
12942784,"Great studio for a week-end in Amsterdam!","1.0",0,45
12909346,"Apartment with spacious sunny balcony next to park","1.0",1,90
7895182,"Cosy, comfortable, quiet bedroom","0.5",1,68
8353466,"Nice studio in Amsterdam West!!","1.0",0,95
7042701,"Solebaas","1.0",1,90
1082945,"Nice apartment In Amsterdam!","1.0",1,63
7730441,"Charming Apartment overviewing Park","1.0",1,125
9860307,"Sunny apartment in Amsterdam West","1.0",1,85
11438219,"B&B room - private bathroom & patio","1.0",1,75
13774325,"COZY 2 bedroom apt. with balcony, west area!","1.0",2,149
12743684,"Central beautiful Designer Home","1.0",1,85
3436828,"City apartment with summergarden","1.0",2,89
161149,"modern&clean&100m2&roofterrace&wifi","2.0",2,111
7317726,"Amsterdam at the Erasmus Canal","1.0",1,85
13530395,"Spacious private 1 bedroom apartement with balcony","1.0",1,120
9269455,"Beautiful artsy light apartment 2p","1.0",1,79
13529292,"Apartment with sunny patio nearby city centre.","1.0",1,120
10776754,"Cosy Spacious Apt - With Big Garden","1.0",2,79
487585,"Amazing apartment near city centre","1.0",1,140
4952768,"Lovely Studio in Amsterdam BoLo","1.0",0,79
12972142,"Canalview apartment in BOLO area","1.0",1,150
4452423,"Spacious two floors appartement","1.0",2,191
28658,"Cosy guest room near city centre -1","1.0",1,65
3600245,"Spacious modern apartment 100 m2","1.0",2,120
6124335,"Private room at very good location","0.5",1,80
8352528,"Cosy apt near city centre","1.0",1,90
8450819,"Charmant en authentiek appartement","1.0",1,175
10023540,"Welcome to Zuzanna&Hector's home!","1.5",1,100
4846170,"Apartment with garage and balcony!!","1.0",1,125
10383864,"Rooftop apartment @ nice location","1.0",2,140
11137495,"Beautiful apartment nearby Jordaan","1.0",2,89
1468473,"Light and bright appartement","1.0",1,91
6254961,"Roofterrace apartment with 2 cats.","1.0",2,100
1863996,"Cosy Apartment near westerpark","1.0",2,75
7486764,"Bright and cosy apartment&balcony","1.0",1,100
13463295,"This is Amsterdam!","1.5",1,98
10579675,"Room in beautiful A'dam West apt.","1.0",1,55
6680280,"Cosy Apartment in Amsterdam West","1.0",2,90
5860701,"Great appartment near Westerparc!","1.0",2,111
3894575,"Spacious Apartment!","1.0",1,99
7400719,"Large private room","0.5",1,70
2682113,"Cute apartment near city centre","1.0",1,89
11431937,"Bright appartment in Amsterdam West","1.0",1,99
9007086,"New bright and spacious apt in West","1.0",2,85
4976611,"Bright, 2 BR Amsterdam apartment","1.0",2,115
5008625,"Light appartement in trendy BoLo","1.0",2,90
13593780,"Modern Cozy Apartment in Amsterdam West","1.0",2,150
8288058,"Luminous apartment near city center","1.0",2,115
8318040,"Lovely quiet and clean house","1.0",2,146
3664982,"Cozy apartement in Amsterdam","1.0",2,120
9858131,"Cosy apartment near the Jordaan + Sunny Balcony","1.0",1,120
8693599,"Cozy and Stylish Appartment","1.0",1,125
158466,"Sunny Studio close to city centre","1.0",0,74
12479300,"Top-appartement","1.0",2,111
3665423,"Cosy renovated appartment + garden!","1.0",1,115
11748044,"Brazil apartment Amsterdam","1.0",1,150
7269859,"Fresh & Spacious room in apartment","1.0",1,54
7007021,"Familyhouse in trendy neighbourhood","2.0",2,69
8743652,"Spacious&Trendy 2floor apartment + big roofterrace","1.0",1,85
7301862,"Spacious Apartment Near City Center","1.0",1,85
12538316,"Room avaliable for the month of may","1.0",1,30
4516506,"Canalside 100m² design apartment","1.0",2,181
1272352,"BEAUTIFUL Roof Terrace apartment!!!","1.0",1,85
7891438,"Great apartment in upcoming West","1.0",2,90
1501651,"Sunny Apartment 15 min from centre","1.0",1,90
5630366,"Light and spacious apartment","1.0",1,120
12021378,"House with Garden in West","1.0",1,99
6122473,"Room with bikes near Center.","0.5",1,69
4975588,"modern, light apartment","1.5",2,90
4506195,"Studio 15 min from city centre or canal cruises..!","1.0",0,70
3308701,"Spacious light apartment","1.0",1,99
1501539,"Modern spacious apt w private P.","1.0",1,99
6318413,"Lovely place in A'dam, Bos & Lommer","1.0",1,130
10152231,"Comfy Westerpark Home Sleeps 3","1.0",1,75
5630211,"Comfy, bright Room, Amsterdam West","1.0",1,90
10860681,"Beautifull apartment with park view","1.0",1,96
13199894,"Great 2 bedroom with garden close to the centre","1.0",2,129
9234428,"Cosy and light apartment w balcony","1.0",1,85
1894301,"Excellent place for your City Trip!","1.5",2,75
10114567,"Open spaced house with peaceful green garden","1.0",1,80
13428614,"Beautiful, spacious 2 bed apt close to city center","1.0",2,129
11265917,"Clean and spacious apartment","1.0",2,89
7202647,"Nice Amsterdam loft near center","1.0",1,150
6907423,"Bright comfortable apartment in AMS","1.0",1,80
11489643,"Groundfloor guestroom 2 (or 3)","1.0",1,90
7169395,"Spacious family house with terraces","1.0",4,150
9429895,"Lovely appartement, good coffee!","1.0",2,90
8807268,"Singles only! Basic Room 4th floor","0.5",1,30
8479567,"Nice and cozy apartment near centre","1.0",1,80
13657863,"Full luxury appartement - 80m2 - Amsterdam-west","1.0",1,100
11200168,"Private light and cosy appartement","1.5",1,75
1533609,"Charmant huis met tuin & open haard","1.0",3,451
11855502,"Modern apartment great location","1.0",1,95
1730182,"Comfi&Clean appartment with garden","1.5",1,75
6082832,"Roomy modern apartment 94m2 + lift.","1.0",2,160
3587003,"New, quiet, modern 2-person studio!","1.0",0,90
1369677,"Light, cosy and modern apartment.","1.0",1,74
11264616,"Lovely apartment next to park","1.0",2,90
13613809,"Fantastic 3 bedroom house, with a big garden!","1.0",3,159
582030,"Spacious design apt. in quiet area","0.5",1,124
1762423,"Full studio apt near city center","1.0",0,64
8545420,"Clean/Design/Luxury apartment near the centre!","1.0",1,53
13821033,"Home away from home","1.0",1,85
1762277,"Beautiful apt. Canal view Amsterdam (inner circle)","1.0",1,100
8479668,"Hipster Penthouse - Private Rooftop","1.0",1,200
11264941,"Great apartment with sunny garden","1.0",2,105
11756944,"Cozy room near centre/WIFI included","1.0",1,35
876855,"!! Fantastic view!! Clean & Comfort","1.0",1,120
8839396,"Cosy & Sunny apartment w/ good vibe","1.0",1,99
6283404,"Cosy and Light Appartment Modern","1.0",2,98
8216398,"Sleep Truck / Mobile StayOver House","0.5",1,70
2417145,"Spacious apartment, 10min to centre","1.0",1,99
6840824,"LUXE 3-BEDROOM house in CENTRE-WEST","1.5",3,99
9462244,"Modern, bright & quiet apartment","1.0",2,181
5759440,"Stylish apartm. with sunny balcony","1.0",2,111
13229807,"Enticing Apartment with CANALVIEW | BALCONY","1.5",1,79
8904351,"Luxurious studio with stunning view","1.0",1,75
9657917,"MODERN & COZY | NEAR CITY CENTER!","1.5",1,108
6217268,"Bright appartement for rent","1.0",2,100
8969715,"Bright, 2 bedr aprtment Amsterdam!","1.0",2,146
8122081,"Cosy, Nice, furnished Apartment.","1.0",1,95
4349355,"Nice & cozy apartment at Westerpark","1.0",2,70
13721713,"Centrally apartment for a nice stay in Amsterdam","1.0",1,75
6709316,"Comfy 15m2 room close to the centre","1.0",1,50
13821270,"Cosy and spacious two bedroom apartment","1.0",2,95
13655920,"Spacious home, Relaxed neighborhood, 3 min from city centre!","1.0",2,75
3783232,"Modern spacious 140sqm apartment","1.0",3,129
10697267,"Bright, Cozy and Spacious Apartment","1.0",1,130
2579698,"Central apartment with parkview","1.0",2,120
8150254,"Studio with amazing city view","1.0",0,65
544506,"Luxury apartment + private garden!","1.0",1,160
12017163,"Light & Spacious in Amsterdam","1.0",0,99
2775470,"Private room in stylish apartment!","1.0",1,75
55703,"groundfloor apartment with garden","1.0",3,140
4872566,"Cozy and lovely room, with garden!!","1.5",1,70
1497430,"Spacious apt. in real Amsterdam","1.0",1,89
13614309,"Sun, Warmth, Love & Space (120m2)","1.5",2,110
6805423,"Child friendly Home from home","1.0",2,90
6182797,"Nice family house Amsterdam","1.0",3,129
744240,"two bedroom-apartment @ Westerpark","1.0",2,130
8018719,"apartment nearby center amsterdam","1.0",2,70
7559935,"Maisonette (80m2) with garden","1.0",1,69
5599798,"Nice and light apartment","1.0",1,100
652758,"modern 2 bedroom app. groundfloor","1.0",2,169
5757551,"city studio + terrace incl 2 bikes","1.0",0,79
1530464,"Apartment in quiet neighbourhood","1.0",2,55
11917918,"Nice appartment with (sunny) garden","1.0",1,95
13809979,"Beautiful, Clean, Cozy Love nest near City Centre","1.0",1,55
8640292,"Lovely double room 10min to centre","1.5",1,60
7198483,"Charming house with large & quiet garden","1.0",1,99
6117131,"Family House next to 'Westerpark'!","2.0",3,200
8345346,"Nieuw gerenoveerd appartement West","1.0",1,159
4806346,"Lovely family house in Amsterdam","1.0",3,146
6280264,"SOPHIE's SANCTUARY + sunny balcony","1.0",1,100
8510602,"Marvelous apt. in west!","1.0",2,90
1464483,"Luxurious family house 115 m2","1.0",3,140
120872,"Retro Luxury Apartment","1.0",1,99
8114394,"Bright Room, Split on 2 Floors","2.0",1,70
1085099,"Spacious apartment","1.0",1,90
2472277,"bright apartment near center!","1.0",2,95
1103834,"10m2 room close to the city center","1.0",1,45
9131996,"Nice room in upcomming neighborhood","1.0",1,65
4740127,"Great appartment with garden","1.0",1,111
1364674,"Room for rent Amsterdam near centre","1.0",1,58
9950094,"Cosy apartment in a quiet location","1.0",1,100
7786801,"Sunny apt. with balcony near center","1.0",1,120
10048952,"nice two bedroom appartement in Amsterdam.","1.0",2,100
3167581,"Cosy apartment near city centre","1.0",0,60
5716191,"Bright Roomy Apartment with Roof, Quick into Town","1.0",2,111
10867997,"cozy room,+ garden","1.0",1,40
10245369,"Tidy Studio with Beautiful View","1.0",0,79
3822802,"Spacious Apartment near City Center","1.0",1,100
3232023,"Familyhome + roofterrace & parkview","1.0",3,250
2641417,"Fantastic spacious apartment","1.5",3,100
8080866,"Nice room with free use of 2 bikes","1.0",1,99
8146384,"Roof Terrace One Bedroom Apartment","0.5",1,79
8215422,"Green, quiet apt. with cat","1.0",1,99
2284355,"Newly furnished room close 2 center","1.0",1,45
11147683,"Minimalist White Room","1.0",1,19
12866189,"Price Room in West, 10 min to CS","1.0",1,40
5132859,"Comfortable & Chique","1.0",1,120
8770120,"Lovely 2 bedrooms apartment","1.0",2,90
13088866,"FANTASTIC home with 3 bedrooms + garden!","1.0",3,159
1954308,"Charming apartment!","1.0",2,100
10244557,"Comfy Studio - PERFECT for 2","1.0",0,79
13720619,"Amazing 2 bedroom APT near CITY CENTER","1.0",2,124
8281117,"Great kid friendly 2 bedroom+garden","1.0",2,90
5987340,"Complete apartment near city center","1.0",1,111
3459978,"Cute room in fantastic appartment","1.0",1,50
6509401,"Spacious light apartment Amsterdam","1.0",1,95
8282936,"Sunny corner apt. in West","1.0",1,95
152280,"Sunny studio with balcony and WiFi","1.0",0,74
8147755,"+ Clean, Cozy & Comfy @ Bedroom!","1.0",1,62
4215584,"Appartement in Amsterdam","1.0",2,121
8475381,"Volledige woning met Dakterras","1.0",1,95
10277593,"Trendy apartment near city center!","1.0",1,90
9490497,"Sunny, cosy apartment","1.0",2,69
3526464,"Lovely apartment with sunny balcony","1.0",1,60
3657521,"Retro and hip apartment","1.0",1,110
5868838,"Stylish Comfortable Apt Westerpark","1.0",1,84
6082227,"Light appartement across Westerpark","1.0",1,90
11433925,"Sunny Top Floor Apartment","1.0",1,125
5623410,"Nice and bright modern appartment","1.0",2,139
8856162,"New Studio in Amsterdam","1.0",0,80
7260866,"Private room in beautiful apartment","1.0",1,58
5917358,"Spacious apartment in Amsterdam","1.0",2,181
2148417,"Nice apartment near City Center","1.0",1,120
7260210,"Homely appartment with cosy garden","1.0",2,120
3590188,"2 pers bedroom | Close to center","1.0",1,65
9291810,"Quiet, cozy, well-located apartment","1.0",1,75
9872035,"Summer @ Amsterdam - Apartment for  3 or 4","1.0",3,69
6409396,"Lovely apartment in Amsterdam","1.0",1,181
4443203,"Beautiful house near City Centre","1.0",1,95
13323347,"Bright and cozy apartment in Amsterdam West","1.0",2,140
4213785,"Big & Bright!","1.5",3,280
7425055,"Bright and charming apartment","1.0",1,80
13487095,"Lovely Apartment near city centre in West","1.0",2,120
7981030,"funpart of the cityring  AMS West","1.0",2,105
10110905,"BUZZY WEST | PERFECT LOFT","1.5",2,75
1197874,"Room & sunny balcony, Centre close!","1.0",1,60
5949283,"360° Amsterdam from roof terrace!","1.0",1,130
12863300,"Great apartment in trendy Amsterdam West","1.5",1,79
1767048,"Apartment in Amsterdam","1.0",1,136
8603366,"Two floored apartment with garden","1.0",2,130
